,id_left,tag_left,geometry,type_left,category_left,index_right,tag_right,id_right,category_right,type_right
6105,810759636,"{u'addr:housenumber': u'1407', u'website': u'http://www.bakehousedc.com/', u'amenity': u'cafe', u'name': u'BakeHouse', u'source': u'dcgis', u'cost:coffee': u'$2.2', u'dataset': u'address', u'dcgis:square': u'0205', u'dcgis:lot': u'0804', u'internet_access': u'yes', u'addr:street': u'T Street Northwest'}","POLYGON ((-77.03238864633664 38.91571711599455, -77.0323889219498 38.91571270106279, -77.03238975014487 38.91570832849532, -77.03239112294575 38.91570404040235, -77.03239302713153 38.91569987808057, -77.03239544436377 38.91569588161531, -77.03239835136317 38.91569208949477, -77.03240172013368 38.91568853823909, -77.03240551823214 38.9156852620487, -77.0324097090808 38.91568229247515, -77.0324142523195 38.91567965811697, -77.03241910419439 38.91567738434446, -77.03242421797933 38.91567549305523, -77.03242954442582 38.91567400246338, -77.03243503223737 38.91567292692417, -77.03244062856342 38.91567227679554, -77.03244627950841 38.91567205833862, -77.03245193065074 38.91567227365724, -77.03245752756692 38.91567292067776, -77.03246301635571 38.91567399316907, -77.03246834415714 38.91567548080249, -77.03247345966165 38.91567736925129, -77.03247831360422 38.91567964032877, -77.03248285923876 38.91568227216318, -77.03248705278836 38.91568523940861, -77.03249085386685 38.91568851348888, -77.03249422586777 38.91569206287284, -77.03249713631685 38.91569585337802, -77.03249955718486 38.91569984849985, -77.03250146515744 38.91570400976309, -77.03250284185968 38.91570829709259, -77.03250367403311 38.91571266919901, -77.03250395366334 38.9157170839766, -77.03250367805727 38.91572149890861, -77.03250284986905 38.91572587147688, -77.03250147707446 38.91573015957113, -77.03249957289421 38.91573432189468, -77.03249715566648 38.91573831836204, -77.03249424867045 38.91574211048501, -77.03249087990203 38.91574566174334, -77.03248708180428 38.91574893793644, -77.03248289095492 38.91575190751275, -77.03247834771416 38.91575454187357, -77.03247349583589 38.91575681564852, -77.03246838204645 38.91575870693988, -77.03246305559443 38.91576019753346, -77.03245756777659 38.91576127307397, -77.03245197144372 38.91576192320341, -77.03244632049162 38.91576214166059, -77.03244066934218 38.9157619263417, -77.03243507241918 38.91576127932036, -77.03242958362409 38.91576020682778, -77.03242425581713 38.91575871919262, -77.03241914030808 38.91575683074168, -77.03241428636216 38.91575455966179, -77.03240974072554 38.91575192782472, -77.03240554717523 38.91574896057657, -77.03240174609744 38.91574568649357, -77.03239837409859 38.91574213710696, -77.03239546365286 38.91573834659936, -77.03239304278938 38.91573435147542, -77.03239113482232 38.9157301902104, -77.03238975812636 38.91572590287961, -77.03238892595977 38.91572153077239, -77.03238864633664 38.91571711599455))",Node,set([food]),17354,Ice Cream Shop,580274c1d67cb693d0b14f90,set([food]),fq
6136,814338517,"{u'addr:housenumber': u'1813', u'amenity': u'restaurant', u'name': u'Mintwood Place', u'source': u'dcgis', u'opening_hours': u'Tu-Th 17:30-22:00, Fr-Sa 17:30-22:30, Su 17:30-21:00', u'dataset': u'address', u'dcgis:square': u'2549', u'dcgis:lot': u'0869', u'addr:street': u'Columbia Road Northwest'}","POLYGON ((-77.04350184121607 38.92205442147775, -77.04350211616571 38.92205000652501, -77.04350294375294 38.92204563388393, -77.04350431600757 38.92204134566546, -77.04350621971391 38.92203718316746, -77.04350863653815 38.92203318647704, -77.0435115432049 38.92202939408449, -77.04351491172132 38.9220258425126, -77.04351870964673 38.92202256596486, -77.04352290040502 38.92201959599622, -77.04352744363689 38.92201696120907, -77.04353229558858 38.92201468697778, -77.04353740953319 38.92201279520442, -77.0435427362207 38.92201130410776, -77.04354822435226 38.9220102280479, -77.0435538210743 38.92200957738778, -77.04355947248739 38.92200935839368, -77.04356512416543 38.92200957317457, -77.04357072167977 38.92201021966206, -77.04357621112344 38.92201129163006, -77.04358153963011 38.92201277875503, -77.04358665588347 38.92201466671509, -77.04359151061128 38.92201693732823, -77.04359605705989 38.92201956872724, -77.04360025144453 38.92202253557032, -77.04360405337101 38.92202580928525, -77.04360742622468 38.92202935834429, -77.04361033752311 38.9220331485682, -77.04361275922882 38.92203714345509, -77.04361466801943 38.92204130453197, -77.04361604551212 38.92204559172547, -77.04361687844084 38.92204996374762, -77.0436171587839 38.92205437849338, -77.04361688384137 38.92205879344642, -77.04361605626096 38.92206316608829, -77.04361468401265 38.92206745430804, -77.04361278031183 38.92207161680777, -77.04361036349212 38.92207561350034, -77.04360745682875 38.9220794058953, -77.04360408831441 38.92208295746984, -77.04360029038969 38.9220862340203, -77.04359609963072 38.92208920399168, -77.04359155639679 38.92209183878148, -77.04358670444174 38.9220941130152, -77.04358159049261 38.92209600479067, -77.04357626379958 38.92209749588908, -77.04357077566172 38.92209857195027, -77.04356517893285 38.92209922261118, -77.04355952751267 38.92209944160555, -77.04355387582751 38.92209922682437, -77.04354827830633 38.92209858033611, -77.04354278885637 38.92209750836679, -77.04353746034418 38.92209602124011, -77.04353234408627 38.92209413327789, -77.0435274893551 38.92209186266233, -77.04352294290442 38.92208923126069, -77.04351874851908 38.92208626441487, -77.04351494659328 38.92208299069722, -77.04351157374167 38.92207944163551, -77.04350866244661 38.92207565140917, -77.04350624074542 38.92207165652018, -77.04350433196034 38.92206749544155, -77.04350295447392 38.92206320824674, -77.04350212155204 38.92205883622381, -77.04350184121607 38.92205442147775))",Node,set([food]),15496,Sushi Restaurant,40b13b00f964a520d0f41ee3,set([food]),fq
6136,814338517,"{u'addr:housenumber': u'1813', u'amenity': u'restaurant', u'name': u'Mintwood Place', u'source': u'dcgis', u'opening_hours': u'Tu-Th 17:30-22:00, Fr-Sa 17:30-22:30, Su 17:30-21:00', u'dataset': u'address', u'dcgis:square': u'2549', u'dcgis:lot': u'0869', u'addr:street': u'Columbia Road Northwest'}","POLYGON ((-77.04350184121607 38.92205442147775, -77.04350211616571 38.92205000652501, -77.04350294375294 38.92204563388393, -77.04350431600757 38.92204134566546, -77.04350621971391 38.92203718316746, -77.04350863653815 38.92203318647704, -77.0435115432049 38.92202939408449, -77.04351491172132 38.9220258425126, -77.04351870964673 38.92202256596486, -77.04352290040502 38.92201959599622, -77.04352744363689 38.92201696120907, -77.04353229558858 38.92201468697778, -77.04353740953319 38.92201279520442, -77.0435427362207 38.92201130410776, -77.04354822435226 38.9220102280479, -77.0435538210743 38.92200957738778, -77.04355947248739 38.92200935839368, -77.04356512416543 38.92200957317457, -77.04357072167977 38.92201021966206, -77.04357621112344 38.92201129163006, -77.04358153963011 38.92201277875503, -77.04358665588347 38.92201466671509, -77.04359151061128 38.92201693732823, -77.04359605705989 38.92201956872724, -77.04360025144453 38.92202253557032, -77.04360405337101 38.92202580928525, -77.04360742622468 38.92202935834429, -77.04361033752311 38.9220331485682, -77.04361275922882 38.92203714345509, -77.04361466801943 38.92204130453197, -77.04361604551212 38.92204559172547, -77.04361687844084 38.92204996374762, -77.0436171587839 38.92205437849338, -77.04361688384137 38.92205879344642, -77.04361605626096 38.92206316608829, -77.04361468401265 38.92206745430804, -77.04361278031183 38.92207161680777, -77.04361036349212 38.92207561350034, -77.04360745682875 38.9220794058953, -77.04360408831441 38.92208295746984, -77.04360029038969 38.9220862340203, -77.04359609963072 38.92208920399168, -77.04359155639679 38.92209183878148, -77.04358670444174 38.9220941130152, -77.04358159049261 38.92209600479067, -77.04357626379958 38.92209749588908, -77.04357077566172 38.92209857195027, -77.04356517893285 38.92209922261118, -77.04355952751267 38.92209944160555, -77.04355387582751 38.92209922682437, -77.04354827830633 38.92209858033611, -77.04354278885637 38.92209750836679, -77.04353746034418 38.92209602124011, -77.04353234408627 38.92209413327789, -77.0435274893551 38.92209186266233, -77.04352294290442 38.92208923126069, -77.04351874851908 38.92208626441487, -77.04351494659328 38.92208299069722, -77.04351157374167 38.92207944163551, -77.04350866244661 38.92207565140917, -77.04350624074542 38.92207165652018, -77.04350433196034 38.92206749544155, -77.04350295447392 38.92206320824674, -77.04350212155204 38.92205883622381, -77.04350184121607 38.92205442147775))",Node,set([food]),15497,Seafood Restaurant,53fdefe5498e524aa279ddd3,set([food]),fq
6225,872963963,"{u'addr:housenumber': u'1637', u'wheelchair': u'limited', u'amenity': u'restaurant', u'name': u'Dupont Italian Kitchen'}","POLYGON ((-77.03819434901219 38.91240901885909, -77.03819462425319 38.91240460391096, -77.0381954520539 38.91240023129971, -77.03819682444204 38.91239594313593, -77.03819872820068 38.91239178071702, -77.0382011449955 38.91238778412925, -77.03820405155138 38.91238399186199, -77.03820741987653 38.91238044043677, -77.03821121753214 38.91237716405571, -77.03821540794468 38.91237419427214, -77.03821995075819 38.91237155968663, -77.03822480222296 38.91236928567167, -77.03822991561674 38.91236739412722, -77.03823524169484 38.91236590326983, -77.03824072916427 38.9123648274573, -77.03824632517782 38.91236417705022, -77.03825197584291 38.91236395831241, -77.03825762674065 38.91236417335036, -77.03826322344989 38.91236482009322, -77.03826871207139 38.91236589231244, -77.03827403974678 38.91236737968206, -77.03827915516773 38.91236926787786, -77.03828400907001 38.9123715387155, -77.03828855470793 38.91237417032568, -77.03829274830457 38.91237713736454, -77.03829654947326 38.91238041125794, -77.03829992160668 38.9123839604765, -77.03830283222933 38.91238775083937, -77.03830525331026 38.91239174584332, -77.03830716153306 38.91239590701431, -77.03830853852044 38.91240019427797, -77.03830937101117 38.91240456634571, -77.03830965098778 38.91240898111204, -77.03830937575388 38.91241339606045, -77.03830854796001 38.91241776867249, -77.03830717557815 38.91242205683754, -77.03830527182504 38.91242621925822, -77.03830285503476 38.91243021584811, -77.03829994848225 38.91243400811781, -77.03829658015917 38.91243755954566, -77.03829278250427 38.91244083592944, -77.03828859209104 38.91244380571577, -77.03828404927545 38.9124464403039, -77.03827919780733 38.91244871432129, -77.03827408440903 38.91245060586787, -77.03826875832542 38.91245209672702, -77.03826327084968 38.91245317254085, -77.03825767482931 38.91245382294871, -77.03825202415712 38.9124540416868, -77.03824637325228 38.91245382664858, -77.03824077653621 38.91245317990493, -77.03823528790841 38.91245210768441, -77.0382299602275 38.91245062031304, -77.038224844802 38.91244873211512, -77.03821999089637 38.91244646127503, -77.03821544525636 38.91244382966222, -77.03821125165902 38.91244086262065, -77.03820745049103 38.91243758872451, -77.03820407835967 38.9124340395033, -77.03820116774038 38.91243024913802, -77.03819874666398 38.91242625413193, -77.03819683844669 38.91242209295921, -77.03819546146561 38.91241780569421, -77.03819462898171 38.91241343362571, -77.03819434901219 38.91240901885909))",Node,set([food]),18101,Italian Restaurant,4ca6b9ed44a8224bfd990640,set([food]),fq
6225,872963963,"{u'addr:housenumber': u'1637', u'wheelchair': u'limited', u'amenity': u'restaurant', u'name': u'Dupont Italian Kitchen'}","POLYGON ((-77.03819434901219 38.91240901885909, -77.03819462425319 38.91240460391096, -77.0381954520539 38.91240023129971, -77.03819682444204 38.91239594313593, -77.03819872820068 38.91239178071702, -77.0382011449955 38.91238778412925, -77.03820405155138 38.91238399186199, -77.03820741987653 38.91238044043677, -77.03821121753214 38.91237716405571, -77.03821540794468 38.91237419427214, -77.03821995075819 38.91237155968663, -77.03822480222296 38.91236928567167, -77.03822991561674 38.91236739412722, -77.03823524169484 38.91236590326983, -77.03824072916427 38.9123648274573, -77.03824632517782 38.91236417705022, -77.03825197584291 38.91236395831241, -77.03825762674065 38.91236417335036, -77.03826322344989 38.91236482009322, -77.03826871207139 38.91236589231244, -77.03827403974678 38.91236737968206, -77.03827915516773 38.91236926787786, -77.03828400907001 38.9123715387155, -77.03828855470793 38.91237417032568, -77.03829274830457 38.91237713736454, -77.03829654947326 38.91238041125794, -77.03829992160668 38.9123839604765, -77.03830283222933 38.91238775083937, -77.03830525331026 38.91239174584332, -77.03830716153306 38.91239590701431, -77.03830853852044 38.91240019427797, -77.03830937101117 38.91240456634571, -77.03830965098778 38.91240898111204, -77.03830937575388 38.91241339606045, -77.03830854796001 38.91241776867249, -77.03830717557815 38.91242205683754, -77.03830527182504 38.91242621925822, -77.03830285503476 38.91243021584811, -77.03829994848225 38.91243400811781, -77.03829658015917 38.91243755954566, -77.03829278250427 38.91244083592944, -77.03828859209104 38.91244380571577, -77.03828404927545 38.9124464403039, -77.03827919780733 38.91244871432129, -77.03827408440903 38.91245060586787, -77.03826875832542 38.91245209672702, -77.03826327084968 38.91245317254085, -77.03825767482931 38.91245382294871, -77.03825202415712 38.9124540416868, -77.03824637325228 38.91245382664858, -77.03824077653621 38.91245317990493, -77.03823528790841 38.91245210768441, -77.0382299602275 38.91245062031304, -77.038224844802 38.91244873211512, -77.03821999089637 38.91244646127503, -77.03821544525636 38.91244382966222, -77.03821125165902 38.91244086262065, -77.03820745049103 38.91243758872451, -77.03820407835967 38.9124340395033, -77.03820116774038 38.91243024913802, -77.03819874666398 38.91242625413193, -77.03819683844669 38.91242209295921, -77.03819546146561 38.91241780569421, -77.03819462898171 38.91241343362571, -77.03819434901219 38.91240901885909))",Node,set([food]),18133,Mexican Restaurant,4e4e659ebd4101d0d7a93f58,set([food]),fq
6604,1365057375,{u'highway': u'bus_stop'},"POLYGON ((-77.02782591370995 38.95605281374321, -77.0278261897617 38.95604839885606, -77.02782701870532 38.95604402635446, -77.02782839255755 38.95603973834797, -77.02783029808734 38.95603557613244, -77.02783271694331 38.95603157979222, -77.02783562583049 38.95602778781425, -77.02783899673466 38.95602423671732, -77.02784279719215 38.95602096070039, -77.02784699060246 38.95601799131324, -77.02785153658077 38.95601535715266, -77.02785639134683 38.95601308358701, -77.02786150814669 38.95601119251196, -77.02786683770277 38.95600970213953, -77.02787232868866 38.95600862682284, -77.02787792822323 38.95600797691772, -77.02788358238003 38.95600775868313, -77.0278892367065 38.95600797422075, -77.02789483674852 38.95600862145489, -77.02790032857469 38.95600969415228, -77.02790565929585 38.95601118198233, -77.02791077757429 38.9560130706164, -77.02791563411827 38.95601534186599, -77.02792018215668 38.95601797385775, -77.02792437788942 38.95602094124414, -77.02792818090933 38.95602421544774, -77.02793155459122 38.95602776493617, -77.02793446644468 38.95603155552592, -77.02793688842689 38.95603555071164, -77.0279387972128 38.95603971201749, -77.02794017441966 38.95604399936786, -77.02794100678415 38.95604837147328, -77.02794128629002 38.95605278622793, -77.02794101024537 38.95605720111534, -77.02794018130859 38.95606157361774, -77.02793880746266 38.9560658616255, -77.02793690193842 38.95607002384278, -77.02793448308698 38.95607402018514, -77.02793157420318 38.95607781216552, -77.02792820330107 38.95608136326508, -77.02792440284429 38.95608463928477, -77.02792020943328 38.95608760867464, -77.02791566345292 38.95609024283787, -77.02791080868347 38.95609251640595, -77.02790569187908 38.95609440748312, -77.02790036231748 38.95609589785727, -77.02789487132529 38.95609697317527, -77.02788927178389 38.95609762308119, -77.02788361761999 38.95609784131606, -77.0278779632864 38.95609762577817, -77.02787236323755 38.95609697854324, -77.02786687140507 38.95609590584456, -77.02786154067837 38.95609441801277, -77.0278564223954 38.95609252937656, -77.02785156584804 38.95609025812454, -77.02784701780756 38.95608762613016, -77.02784282207411 38.95608465874101, -77.02783901905491 38.95608138453468, -77.02783564537508 38.95607783504363, -77.027832733525 38.95607404445143, -77.02783031154731 38.9560700492636, -77.02782840276691 38.95606588795599, -77.02782702556635 38.95606160060432, -77.02782619320871 38.95605722849812, -77.02782591370995 38.95605281374321))",Node,set([transportation]),7383,Bus Station,4fe5d59ae4b051b5c1d40195,set([transportation]),fq
6604,1365057375,{u'highway': u'bus_stop'},"POLYGON ((-77.02782591370995 38.95605281374321, -77.0278261897617 38.95604839885606, -77.02782701870532 38.95604402635446, -77.02782839255755 38.95603973834797, -77.02783029808734 38.95603557613244, -77.02783271694331 38.95603157979222, -77.02783562583049 38.95602778781425, -77.02783899673466 38.95602423671732, -77.02784279719215 38.95602096070039, -77.02784699060246 38.95601799131324, -77.02785153658077 38.95601535715266, -77.02785639134683 38.95601308358701, -77.02786150814669 38.95601119251196, -77.02786683770277 38.95600970213953, -77.02787232868866 38.95600862682284, -77.02787792822323 38.95600797691772, -77.02788358238003 38.95600775868313, -77.0278892367065 38.95600797422075, -77.02789483674852 38.95600862145489, -77.02790032857469 38.95600969415228, -77.02790565929585 38.95601118198233, -77.02791077757429 38.9560130706164, -77.02791563411827 38.95601534186599, -77.02792018215668 38.95601797385775, -77.02792437788942 38.95602094124414, -77.02792818090933 38.95602421544774, -77.02793155459122 38.95602776493617, -77.02793446644468 38.95603155552592, -77.02793688842689 38.95603555071164, -77.0279387972128 38.95603971201749, -77.02794017441966 38.95604399936786, -77.02794100678415 38.95604837147328, -77.02794128629002 38.95605278622793, -77.02794101024537 38.95605720111534, -77.02794018130859 38.95606157361774, -77.02793880746266 38.9560658616255, -77.02793690193842 38.95607002384278, -77.02793448308698 38.95607402018514, -77.02793157420318 38.95607781216552, -77.02792820330107 38.95608136326508, -77.02792440284429 38.95608463928477, -77.02792020943328 38.95608760867464, -77.02791566345292 38.95609024283787, -77.02791080868347 38.95609251640595, -77.02790569187908 38.95609440748312, -77.02790036231748 38.95609589785727, -77.02789487132529 38.95609697317527, -77.02788927178389 38.95609762308119, -77.02788361761999 38.95609784131606, -77.0278779632864 38.95609762577817, -77.02787236323755 38.95609697854324, -77.02786687140507 38.95609590584456, -77.02786154067837 38.95609441801277, -77.0278564223954 38.95609252937656, -77.02785156584804 38.95609025812454, -77.02784701780756 38.95608762613016, -77.02784282207411 38.95608465874101, -77.02783901905491 38.95608138453468, -77.02783564537508 38.95607783504363, -77.027832733525 38.95607404445143, -77.02783031154731 38.9560700492636, -77.02782840276691 38.95606588795599, -77.02782702556635 38.95606160060432, -77.02782619320871 38.95605722849812, -77.02782591370995 38.95605281374321))",Node,set([transportation]),7379,Bus Line,4fe79867e4b0e1967f36f034,set([transportation]),fq
9935,3230876911,"{u'addr:housenumber': u'2001', u'amenity': u'bar', u'addr:city': u'Washington', u'level': u'1', u'addr:state': u'DC', u'name': u'Lost Society', u'addr:country': u'US', u'addr:street': u'14th Street Northwest'}","POLYGON ((-77.03158444518778 38.91713801559774, -77.03158472085623 38.91713360066903, -77.0315855491171 38.91712922810842, -77.03158692199368 38.91712494002603, -77.03158882626433 38.91712077771842, -77.03159124358982 38.91711678127087, -77.0315941506899 38.91711298917132, -77.03159751956754 38.91710943793974, -77.03160131777864 38.91710616177637, -77.03160550874426 38.91710319223243, -77.03161005210319 38.9171005579062, -77.03161490410041 38.91709828416766, -77.03162001800854 38.91709639291413, -77.03162534457796 38.91709490235935, -77.03163083251097 38.91709382685816, -77.03163642895586 38.91709317676823, -77.0316420800159 38.91709295835026, -77.03164773126839 38.91709317370771, -77.03165332828878 38.9170938207666, -77.03165881717483 38.91709489329539, -77.03166414506563 38.91709638096509, -77.03166926065079 38.91709826944862, -77.03167411466446 38.91710054055888, -77.03167866035986 38.91710317242391, -77.03168285395955 38.91710613969741, -77.03168665507687 38.91710941380299, -77.03169002710494 38.91711296320922, -77.03169293756928 38.91711675373344, -77.03169535844046 38.91712074887088, -77.03169726640412 38.91712491014619, -77.03169864308546 38.91712919748402, -77.03169947522616 38.91713356959504, -77.03169975481218 38.91713798437339, -77.03169947915083 38.91714239930235, -77.0316986508968 38.91714677186377, -77.03169727802651 38.91715105994746, -77.03169537376138 38.9171552222568, -77.03169295644044 38.91715921870651, -77.03169004934374 38.91716301080845, -77.03168668046816 38.91716656204267, -77.03168288225777 38.91716983820879, -77.03167869129143 38.91717280775545, -77.03167414793045 38.91717544208431, -77.03166929592987 38.91717771582528, -77.03166418201721 38.91717960708095, -77.03165885544227 38.91718109763748, -77.03165336750297 38.91718217313996, -77.03164777105125 38.9171828232307, -77.03164211998411 38.91718304164893, -77.03163646872451 38.91718282629121, -77.03163087169727 38.91718217923154, -77.03162538280493 38.91718110670144, -77.03162005490862 38.91717961903, -77.03161493931894 38.91717773054435, -77.03161008530192 38.91717545943166, -77.03160553960441 38.917172827564, -77.03160134600402 38.91716986028775, -77.0315975448874 38.91716658617943, -77.0315941728614 38.91716303677057, -77.03159126240043 38.91715924624393, -77.03158884153376 38.91715525110435, -77.03158693357561 38.91715108982729, -77.03158555690057 38.91714680248816, -77.03158472476669 38.91714243037636, -77.03158444518778 38.91713801559774))",Node,set([nightlife spot]),16614,Cocktail Bar,4e0e5e4022711665f6147875,set([nightlife spot]),fq
9935,3230876911,"{u'addr:housenumber': u'2001', u'amenity': u'bar', u'addr:city': u'Washington', u'level': u'1', u'addr:state': u'DC', u'name': u'Lost Society', u'addr:country': u'US', u'addr:street': u'14th Street Northwest'}","POLYGON ((-77.03158444518778 38.91713801559774, -77.03158472085623 38.91713360066903, -77.0315855491171 38.91712922810842, -77.03158692199368 38.91712494002603, -77.03158882626433 38.91712077771842, -77.03159124358982 38.91711678127087, -77.0315941506899 38.91711298917132, -77.03159751956754 38.91710943793974, -77.03160131777864 38.91710616177637, -77.03160550874426 38.91710319223243, -77.03161005210319 38.9171005579062, -77.03161490410041 38.91709828416766, -77.03162001800854 38.91709639291413, -77.03162534457796 38.91709490235935, -77.03163083251097 38.91709382685816, -77.03163642895586 38.91709317676823, -77.0316420800159 38.91709295835026, -77.03164773126839 38.91709317370771, -77.03165332828878 38.9170938207666, -77.03165881717483 38.91709489329539, -77.03166414506563 38.91709638096509, -77.03166926065079 38.91709826944862, -77.03167411466446 38.91710054055888, -77.03167866035986 38.91710317242391, -77.03168285395955 38.91710613969741, -77.03168665507687 38.91710941380299, -77.03169002710494 38.91711296320922, -77.03169293756928 38.91711675373344, -77.03169535844046 38.91712074887088, -77.03169726640412 38.91712491014619, -77.03169864308546 38.91712919748402, -77.03169947522616 38.91713356959504, -77.03169975481218 38.91713798437339, -77.03169947915083 38.91714239930235, -77.0316986508968 38.91714677186377, -77.03169727802651 38.91715105994746, -77.03169537376138 38.9171552222568, -77.03169295644044 38.91715921870651, -77.03169004934374 38.91716301080845, -77.03168668046816 38.91716656204267, -77.03168288225777 38.91716983820879, -77.03167869129143 38.91717280775545, -77.03167414793045 38.91717544208431, -77.03166929592987 38.91717771582528, -77.03166418201721 38.91717960708095, -77.03165885544227 38.91718109763748, -77.03165336750297 38.91718217313996, -77.03164777105125 38.9171828232307, -77.03164211998411 38.91718304164893, -77.03163646872451 38.91718282629121, -77.03163087169727 38.91718217923154, -77.03162538280493 38.91718110670144, -77.03162005490862 38.91717961903, -77.03161493931894 38.91717773054435, -77.03161008530192 38.91717545943166, -77.03160553960441 38.917172827564, -77.03160134600402 38.91716986028775, -77.0315975448874 38.91716658617943, -77.0315941728614 38.91716303677057, -77.03159126240043 38.91715924624393, -77.03158884153376 38.91715525110435, -77.03158693357561 38.91715108982729, -77.03158555690057 38.91714680248816, -77.03158472476669 38.91714243037636, -77.03158444518778 38.91713801559774))",Node,set([nightlife spot]),16611,Bar,49c2f5fcf964a52046561fe3,set([nightlife spot]),fq
9935,3230876911,"{u'addr:housenumber': u'2001', u'amenity': u'bar', u'addr:city': u'Washington', u'level': u'1', u'addr:state': u'DC', u'name': u'Lost Society', u'addr:country': u'US', u'addr:street': u'14th Street Northwest'}","POLYGON ((-77.03158444518778 38.91713801559774, -77.03158472085623 38.91713360066903, -77.0315855491171 38.91712922810842, -77.03158692199368 38.91712494002603, -77.03158882626433 38.91712077771842, -77.03159124358982 38.91711678127087, -77.0315941506899 38.91711298917132, -77.03159751956754 38.91710943793974, -77.03160131777864 38.91710616177637, -77.03160550874426 38.91710319223243, -77.03161005210319 38.9171005579062, -77.03161490410041 38.91709828416766, -77.03162001800854 38.91709639291413, -77.03162534457796 38.91709490235935, -77.03163083251097 38.91709382685816, -77.03163642895586 38.91709317676823, -77.0316420800159 38.91709295835026, -77.03164773126839 38.91709317370771, -77.03165332828878 38.9170938207666, -77.03165881717483 38.91709489329539, -77.03166414506563 38.91709638096509, -77.03166926065079 38.91709826944862, -77.03167411466446 38.91710054055888, -77.03167866035986 38.91710317242391, -77.03168285395955 38.91710613969741, -77.03168665507687 38.91710941380299, -77.03169002710494 38.91711296320922, -77.03169293756928 38.91711675373344, -77.03169535844046 38.91712074887088, -77.03169726640412 38.91712491014619, -77.03169864308546 38.91712919748402, -77.03169947522616 38.91713356959504, -77.03169975481218 38.91713798437339, -77.03169947915083 38.91714239930235, -77.0316986508968 38.91714677186377, -77.03169727802651 38.91715105994746, -77.03169537376138 38.9171552222568, -77.03169295644044 38.91715921870651, -77.03169004934374 38.91716301080845, -77.03168668046816 38.91716656204267, -77.03168288225777 38.91716983820879, -77.03167869129143 38.91717280775545, -77.03167414793045 38.91717544208431, -77.03166929592987 38.91717771582528, -77.03166418201721 38.91717960708095, -77.03165885544227 38.91718109763748, -77.03165336750297 38.91718217313996, -77.03164777105125 38.9171828232307, -77.03164211998411 38.91718304164893, -77.03163646872451 38.91718282629121, -77.03163087169727 38.91718217923154, -77.03162538280493 38.91718110670144, -77.03162005490862 38.91717961903, -77.03161493931894 38.91717773054435, -77.03161008530192 38.91717545943166, -77.03160553960441 38.917172827564, -77.03160134600402 38.91716986028775, -77.0315975448874 38.91716658617943, -77.0315941728614 38.91716303677057, -77.03159126240043 38.91715924624393, -77.03158884153376 38.91715525110435, -77.03158693357561 38.91715108982729, -77.03158555690057 38.91714680248816, -77.03158472476669 38.91714243037636, -77.03158444518778 38.91713801559774))",Node,set([nightlife spot]),16620,Nightclub,501d72d9e4b0876f2b424e87,set([nightlife spot]),fq
6959,1911661703,"{u'cuisine': u'turkish', u'amenity': u'restaurant', u'name': u'Agora'}","POLYGON ((-77.03819295045048 38.91062961885839, -77.03819322568471 38.91062520390885, -77.03819405346485 38.91062083129619, -77.03819542581884 38.91061654313105, -77.03819732953005 38.91061238071079, -77.03819974626465 38.91060838412177, -77.0382026527481 38.91060459185329, -77.03820602098929 38.91060104042695, -77.03820981855021 38.91059776404489, -77.03821400885826 38.91059479426039, -77.0382185515585 38.9105921596741, -77.03822340290228 38.91058988565845, -77.03822851616853 38.91058799411344, -77.03823384211377 38.91058650325564, -77.03823932944633 38.9105854274428, -77.03824492532029 38.9105847770356, -77.0382505758444 38.91058455829777, -77.03825622660115 38.91058477333588, -77.03826182317076 38.91058542007901, -77.0382673116553 38.91058649229866, -77.03827263919774 38.9105879796688, -77.03827775449105 38.91058986786528, -77.0382826082722 38.91059213870373, -77.03828715379666 38.91059477031482, -77.03829134728859 38.91059773735469, -77.03829514836239 38.9106010112492, -77.03829852041163 38.91060456046894, -77.03830143096158 38.91060835083307, -77.03830385198202 38.91061234583836, -77.03830576015714 38.91061650701071, -77.0383071371101 38.91062079427581, -77.03830796957995 38.91062516634496, -77.0383082495495 38.91062958111274, -77.03830797432238 38.91063399606257, -77.03830714654907 38.91063836867603, -77.03830577420138 38.91064265684246, -77.03830387049568 38.91064681926445, -77.03830145376561 38.91065081585561, -77.03829854728554 38.9106546081265, -77.03829517904642 38.91065815955547, -77.0382913814862 38.91066143594029, -77.03828719117746 38.91066440572752, -77.03828264847515 38.91066704031646, -77.03827779712802 38.91066931433453, -77.03827268385724 38.91067120588167, -77.03826735790649 38.91067269674122, -77.03826187056764 38.91067377255534, -77.03825627468686 38.91067442296335, -77.03825062415564 38.91067464170145, -77.03824497339178 38.91067442666307, -77.03823937681536 38.91067377991915, -77.03823388832451 38.91067270769821, -77.03822856077655 38.91067122032633, -77.03822344547871 38.91066933212772, -77.03821859169419 38.91066706128684, -77.03821404616765 38.91066442967311, -77.038209852675 38.91066146263051, -77.0382060516019 38.91065818873327, -77.03820267955474 38.91065463951089, -77.03819976900815 38.91065084914433, -77.03819734799222 38.91064685413691, -77.03819543982262 38.91064269296282, -77.03819406287596 38.91063840569643, -77.03819323041293 38.91063403362647, -77.03819295045048 38.91062961885839))",Node,set([food]),18886,Italian Restaurant,55b17cb4498e9b7913c4192e,set([food]),fq
